Period,Date,Month,Level,Replicate,Treatment,Total,species,Rain
13.5,14/11/2014,OctNov,1,3,MESO,0,RHPV,640
12,30/09/2014,Sep,2,4,CONT,1,RHPV,580
12,30/09/2014,Sep,2,5,CONT,0,RHPV,580
12,30/09/2014,Sep,2,6,CONT,1,RHPV,580
12,19/09/2014,Sep,3,7,CONT,0,RHPV,440
12,19/09/2014,Sep,3,8,CONT,0,RHPV,440
12,19/09/2014,Sep,3,9,CONT,0,RHPV,440
12,26/09/2014,Sep,1,1,CONT,0,RHPV,640
12,26/09/2014,Sep,1,2,CONT,0,RHPV,640
12,26/09/2014,Sep,1,3,CONT,0,RHPV,640
12,30/09/2014,Sep,2,4,LMH,16,RHPV,580
12,30/09/2014,Sep,2,5,LMH,0,RHPV,580
12,30/09/2014,Sep,2,6,LMH,5,RHPV,580
12,19/09/2014,Sep,3,7,LMH,12,RHPV,440
12,19/09/2014,Sep,3,8,LMH,5,RHPV,440
12,19/09/2014,Sep,3,9,LMH,0,RHPV,440
12,26/09/2014,Sep,1,1,LMH,2,RHPV,640
12,26/09/2014,Sep,1,2,LMH,1,RHPV,640
12,26/09/2014,Sep,1,3,LMH,0,RHPV,640
12,30/09/2014,Sep,2,4,MEGA,3,RHPV,580
12,30/09/2014,Sep,2,5,MEGA,0,RHPV,580
12,30/09/2014,Sep,2,6,MEGA,0,RHPV,580
12,19/09/2014,Sep,3,7,MEGA,0,RHPV,440
12,19/09/2014,Sep,3,8,MEGA,0,RHPV,440
12,19/09/2014,Sep,3,9,MEGA,0,RHPV,440
12,26/09/2014,Sep,1,1,MEGA,1,RHPV,640
12,26/09/2014,Sep,1,2,MEGA,0,RHPV,640
12,26/09/2014,Sep,1,3,MEGA,0,RHPV,640
12,30/09/2014,Sep,2,4,MESO,1,RHPV,580
12,30/09/2014,Sep,2,5,MESO,0,RHPV,580
12,30/09/2014,Sep,2,6,MESO,0,RHPV,580
12,19/09/2014,Sep,3,7,MESO,0,RHPV,440
12,19/09/2014,Sep,3,8,MESO,1,RHPV,440
12,19/09/2014,Sep,3,9,MESO,0,RHPV,440
12,26/09/2014,Sep,1,1,MESO,0,RHPV,640
12,26/09/2014,Sep,1,2,MESO,0,RHPV,640
12,26/09/2014,Sep,1,3,MESO,0,RHPV,640
