Period,Date,Month,Level,Replicate,Treatment,Total,species,Rain
13.5,11/12/2014,OctNov,2,5,CONT,3,RHPU,580
13.5,11/11/2014,OctNov,2,6,CONT,1,RHPU,580
13.5,30/10/2014,OctNov,3,7,CONT,1,RHPU,440
13.5,30/10/2014,OctNov,3,8,CONT,1,RHPU,440
13.5,31/10/2014,OctNov,3,9,CONT,0,RHPU,440
13.5,13/11/2014,OctNov,1,1,CONT,4,RHPU,640
13.5,13/11/2014,OctNov,1,2,CONT,0,RHPU,640
13.5,14/11/2014,OctNov,1,3,CONT,1,RHPU,640
13.5,11/11/2014,OctNov,2,4,LMH,1,RHPU,580
13.5,11/12/2014,OctNov,2,5,LMH,7,RHPU,580
13.5,11/11/2014,OctNov,2,6,LMH,3,RHPU,580
13.5,30/10/2014,OctNov,3,7,LMH,0,RHPU,440
13.5,31/10/2014,OctNov,3,8,LMH,0,RHPU,440
13.5,31/10/2014,OctNov,3,9,LMH,0,RHPU,440
13.5,13/11/2014,OctNov,1,1,LMH,5,RHPU,640
13.5,13/11/2014,OctNov,1,2,LMH,5,RHPU,640
13.5,14/11/2014,OctNov,1,3,LMH,6,RHPU,640
13.5,11/11/2014,OctNov,2,4,MEGA,0,RHPU,580
13.5,12/10/2014,OctNov,2,5,MEGA,0,RHPU,580
13.5,11/11/2014,OctNov,2,6,MEGA,0,RHPU,580
13.5,30/10/2014,OctNov,3,7,MEGA,3,RHPU,440
13.5,30/10/2014,OctNov,3,8,MEGA,3,RHPU,440
13.5,31/10/2014,OctNov,3,9,MEGA,1,RHPU,440
13.5,13/11/2014,OctNov,1,1,MEGA,4,RHPU,640
13.5,13/11/2014,OctNov,1,2,MEGA,3,RHPU,640
13.5,14/11/2014,OctNov,1,3,MEGA,1,RHPU,640
13.5,11/11/2014,OctNov,2,4,MESO,4,RHPU,580
13.5,12/10/2014,OctNov,2,5,MESO,1,RHPU,580
13.5,11/11/2014,OctNov,2,6,MESO,0,RHPU,580
13.5,30/10/2014,OctNov,3,7,MESO,6,RHPU,440
13.5,30/10/2014,OctNov,3,8,MESO,0,RHPU,440
13.5,31/10/2014,OctNov,3,9,MESO,0,RHPU,440
13.5,13/11/2014,OctNov,1,1,MESO,1,RHPU,640
13.5,13/11/2014,OctNov,1,2,MESO,4,RHPU,640
13.5,14/11/2014,OctNov,1,3,MESO,2,RHPU,640
12,30/09/2014,Sep,2,4,CONT,1,RHPU,580
12,30/09/2014,Sep,2,5,CONT,4,RHPU,580
12,30/09/2014,Sep,2,6,CONT,3,RHPU,580
12,19/09/2014,Sep,3,7,CONT,0,RHPU,440
12,19/09/2014,Sep,3,8,CONT,1,RHPU,440
12,19/09/2014,Sep,3,9,CONT,3,RHPU,440
12,26/09/2014,Sep,1,1,CONT,2,RHPU,640
12,26/09/2014,Sep,1,2,CONT,3,RHPU,640
12,26/09/2014,Sep,1,3,CONT,4,RHPU,640
12,30/09/2014,Sep,2,4,LMH,0,RHPU,580
12,30/09/2014,Sep,2,5,LMH,3,RHPU,580
12,30/09/2014,Sep,2,6,LMH,1,RHPU,580
12,19/09/2014,Sep,3,7,LMH,0,RHPU,440
12,19/09/2014,Sep,3,8,LMH,1,RHPU,440
12,19/09/2014,Sep,3,9,LMH,1,RHPU,440
12,26/09/2014,Sep,1,1,LMH,1,RHPU,640
12,26/09/2014,Sep,1,2,LMH,0,RHPU,640
12,26/09/2014,Sep,1,3,LMH,0,RHPU,640
12,30/09/2014,Sep,2,4,MEGA,3,RHPU,580
12,30/09/2014,Sep,2,5,MEGA,5,RHPU,580
12,30/09/2014,Sep,2,6,MEGA,3,RHPU,580
12,19/09/2014,Sep,3,7,MEGA,4,RHPU,440
12,19/09/2014,Sep,3,8,MEGA,1,RHPU,440
12,19/09/2014,Sep,3,9,MEGA,2,RHPU,440
12,26/09/2014,Sep,1,1,MEGA,5,RHPU,640
12,26/09/2014,Sep,1,2,MEGA,6,RHPU,640
12,26/09/2014,Sep,1,3,MEGA,1,RHPU,640
12,30/09/2014,Sep,2,4,MESO,3,RHPU,580
12,30/09/2014,Sep,2,5,MESO,6,RHPU,580
12,30/09/2014,Sep,2,6,MESO,3,RHPU,580
12,19/09/2014,Sep,3,7,MESO,3,RHPU,440
12,19/09/2014,Sep,3,8,MESO,2,RHPU,440
12,19/09/2014,Sep,3,9,MESO,3,RHPU,440
12,26/09/2014,Sep,1,1,MESO,6,RHPU,640
12,26/09/2014,Sep,1,2,MESO,2,RHPU,640
12,26/09/2014,Sep,1,3,MESO,2,RHPU,640
